text,label
"As EU leaders prepare to discuss migration, here's a succinct roundup of all the things they could do to protect refugee and migrant rights while controlling their borders @user",0
When you stick it in the wrong hole on 'accident',0
@user Love the uniforms. So classy when compared with hysterical women protesters.,1
@user @user Hata maasai wako na aids you stupid son of a bitch. Luos are the ones who live lavish lifestyle in Kenya while u live like bedbugs. Puga,0
"@user @user Dont relent! Nuclear option! Crush the liberal scourge, Mr. President! Make the bleeding stop!#BuildThatWall #HuntThemDown #ImmigrantsGoBack#AmericaIsFull#WhereDoISendTheCheck",1
"Letï¿½ï¿½ï¿½s talk about immigrants fighting fires - not starting them: (photo: Marcus Yan, Los Angeles ",0
Austria - locals call to deport migrants after hundreds of Muslims take to streets to embrace Hezbollah - Free Speech Time - @user,1
@user How does a wretched ugly BITCH show joy at being a wretched bitch. Wilson crawl into ur hole & disappear,1
Heard that's ur bitch but that lil whore a bopper ï¿½ï¿½ï¿½ï¿½,1
"""Negative perceptions of the impact have not generated significant hostility toward the refugees. Many Jordanians continue to sympathize with the refugees and to support policies that would assist them.ï¿½ï""",0
"I visited a place here in Delhi where a community of Rohingya refugees live and they told us so many sad stories about their struggle. The fact that they canï¿½ï¿½ï¿½t go home and canï¿½ï¿½ï¿½t be safe at places they seek asylum at, is just.. heartbreaking.. we shou",0
Hope this group and any members are placed on a security watch list and not the immigration list.... CBC News,0
Once again: we call upon the government of Cameroon to refrain from carrying out further forced returns of Nigerian refugees and asylum-seekers.,0
I like my women like I like my laptop .. on my dick,1
"beg for your fingers inside my tight little pussy, i promise it's only wet for you. maybe i'll also beg you to choke me, or spa... don't think you've earned any of these things angel. demanding subs sigh only beaten by bratty su...",0
"I understand why men donï¿½ï¿½ï¿½t like women very much anymore. I do. #notallmen (Right, ",0
@user @user - hey @user @user @user we the people still insist on the WALL & #endDACA #endillegalimmigration & stop low wage programs & #supportEverify!!!!,1
@user HAHAH thank you hoe-nah!! ((-:,0
We need to cut them off and get them out of here. #BuildThatWall #MAGA #POTUS.,1
anti immigrant hardliner as @user just described Kris Kobach -- I guess that's liberal news media spin for supporting the enforcement of border laws,0
@user Hard to Take IDS on Europe when he never once apologised for his  parties assault on the poor or admit migration causes it,0
"Its forbidden to follow Soros in Hungary the parliament decides there. All foreign NGOs have to go out of Hungary otherwise the can go for 1 year into prison.This is the first step to hold indenpendce from  these people, which like to destroy Europe by refugees, Orban says.",0
Two migrants die on boat left adrift by Libya coast guard: charity,0
@user Boner killer? Hardly! Iï¿½ï¿½ï¿½m sure youï¿½ï¿½ï¿½ve heard the joke about the best part of having sex wi,0
Reformed this what does it mean by reforming to bring red carpet for illegal immigrant to walk across the border,0
"Lang and his family foundation gave a $100,000 grant to a partnership with Immigrant Justice Corps.",0
ALL YOU PUSSY BOYS FALL BACK!,0
If women want equailty they should be drafted into war. See how that feels!!!,1
Constructing a Mental Hospital Prior To Ram Temple would be Much Appreciated At Least You Will Be Treated For Your Prolonged Mental Illness.,0
That moment when you wanna go crawl in a hole and stay down there forever #rightnow #FridayThe13th #curbsarenotmyfriend,0
Nude sunbathers stunned as migrants storm beach...,0
@user This bitch will be rape by Trump too and then denie it.,1
My uncle Vern said women get their peiods because it's the only way God could get rid of some of their evil #womenareevil #evilwomen!!,1
#PatriotsUnited #MAGA #BuildThatWall #BuildTheWall we all need to sign this since we are all on Twitter whining about it @user,1
@user @user @user Hysterical? You said mentoring young women (>50% of student pop) is a periï¿½,0
"Sometimes, all you have to do is just let out the rope.. #FeminismIsCancer",1
@user Lets fuck whore stepmom bitch style,1
"@user @user #ICE at all voting booths! Deport all illegals , report the employers that are hiring them! They take our IDs vote in our elections and are a drain on our resources not to mention the drugs and murder. We are tired of it #Bu",1
@user @user or not *legal* but a complaint beyond the school itself... which just seems ridiculous in the 21st Century...,0
"one of my mottos is ï¿½ï¿½ï¿½leave people aloneï¿½ï¿½ï¿½ aka leave me alone, leave vegans alone, leave the lgbtq+ community alone, leave poc alone, leave immigrant children alone, leave britney alone just mind ya business they dont have time 4 u they have their own business to worry ",0
Please consider acting today. This is #ImmigrantHeritageMonth and #RefugeeAwarenessMonth. It's time to speak up on behalf of those who need an advocate.,0
Every white uterus that does not post a REFUGEES WELCOME sign shall be deemed racist.,0
"@user @user So triggered, its ok snowflake, you are the only bitch here. typical redneck inbred rape supï¿½",1
Fool me once shame on you. Pussy ho you wont fool me again.,0
"These people are not your friends. They are true .@realDonaldTrump supporters who hate people color, Hispanics, immigrants and women.",1
Wtf you're a skank bitch,1
@user #BuildThatWall So they can keep tunneling under the Border.,1
@user Sad to see Govt inaction on deportation of Rohingyas&amp;other illegal migrants. Big threat to National security.Creating filth,0
"@user ok if #NotAllMen is bad. Next time I hear that a girl cheated, I'll assume that women are systemically prï¿½",1
"In each country of world must be established camps for refugees. There within 7 days it will finally decided, they can stay or go home.If they dont like to go home they should get only few food and had to stay there forever.",0
@user @user Go back to your hole you fucking roach.,0
When your Jewish friend tells you what she gave up for Lent...,0
"I make in a day what u make a month, n roll yo pros in a Haitian blunt, Take the bitch call wifey n make her slut ï¿½ï¿½ï¿½ï",1
"I promise you: Everybody plays the lottery. Uh, no. Only the innumerant. It is going to be VERY hard for the @user to cover this woman. She tosses out lunacies not often seen in state wide candidates. Abt 6 fringe positions in this one stop. #gapol #gagov",0
"He's been convincing towns and cities to hire him to deal with their immigrant and 'voting' problems, seen them get sued, and walks away lining his pockets.  The perfect Trump candidate.",0
New Jersey included $2.1 million in FY2019 budget for deportation legal defense. This is a crucial first step in ensuring that immigrant families across the state have the power to fight their cases in court. #DueProcess4All,0
"Many years ago I remember the ""Bradford experiment"" starting. This was to see how many immigrants could be packed into a town before things went seriously wrong. As nothing happened, other towns were selected and today we are past the point of no return. So sad. What treachery.",1
"#RT #AutumnLady by @user Mara McClain is a young Irish immigrant looking to begin anew in Victorian-era San Francisco, after the California Gold Rush #Amazon @user #romance #gr8books4u #mustread #histfic #BookBoost #BookWorm #goodreads",0
ýýýnot all menýýý but like... itýýýs a solid 78% of you guys,0
Im not gonna sit back and let you categorize ALL WHITE MEN are targeting blacks people. Wtf are you even talking about? My best friend since middle school is BLACK. Half of all my friends are BLACK. This cop who gave me a warning yesterday is BLACK. Stfu with that racist mindset,0
Massive DNC voter fraud! #CriminalDNC #CorruptDNC #FascistLeft Time for Justice! #DrainTheSwamp #MAGA #TrumpOCaptainMyCaptain #ILOVEICE #BuildThatWall #DeportIllegals,1
@user women alr hv lots of bad names tbh - - Bitch/slut/cunt etc etc. Trash is nothing.,0
#TheTalk is the typical sexist bigoted all-female show that berates males. End #misandry today! Men are fighting!!,0
@user Stay in the kitchen you whore,1
Inspiring: a Former #refugee among winners of Fields medal ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ the 'Nobel prize for maths' ï¿½ï¿½ï¿½,0
Ethiopian migrant in Italy,0
want Canada to prioritize and welcome the most vulnerable #refugees in greatest need of our sanctuary ï¿½ï¿½ï¿½ not just the relatively resourced asylum seekers who can reach our physical bo,0
The Democrat hypocrisy is disgusting. Dems scream about Russia hacking our elections but ignore the fraudulent illegal immigrant vote because Dems canï¿½ï¿½ï¿½t control the nonexistent Russian vote. But you can control the illegal vote...dead or alive! Pass #VoterIDLaws #MAGAï¿,1
RT @user @user @user @user She clearly thinks women are stupid! Bitch needs to take a seat.,1
"@user @user This lady looks leftminded, I think shes ignored that its not possible to take refugees from all over the world. The stop of any immigration into the USA must be the first target of a honest goverment.",1
Poll Finds Immigration and Terror Top Issues for People Across Europe,0
"@user It Is Logical, Not Evil,To Be Anti-Immigranthttps://t.co/XEvVeonxIo",1
RT @user Because some women are stupid,1
""" #Myanmar doesn't want to see the #Rohingya return home, so after destroying our homes they are now occupying our land."" #persecution #humanrights #ucanews @user @user @user @user @user @user @user @user",0
#closetheborders for #IllegalImmigrants Do it now. It might already be too late!We donï¿½ï¿½ï¿½t want more #nogozones in Europe.We donï¿½ï¿½ï¿½t want more freeloaders and #mosques.We donï¿½ï¿½ï¿½t want #sharialaws and #burqaï¿½ï¿½ï¿½a in our ci,1
@user Let's laugh at the hurting women in the church. Our sisters in Christ. So funny!! Make fun of the hurting!! Hysterical!!,0
@user @user @user @user Wrong !  Illegal Immigrants make up 5% of the population so of Course More Americans Commit Crimes because its more Citizens ! Yet 34% Of Federal Prisoners are Illegals these does not include State Prison,1
"Muslim migrants leave Germany ""We did not get free stuff. Nothing is free here"" - Free Speech Time - @user",1
"Alyssa Milano, a brainless whore l, isn't empower women in any way. Women in science mathematics engineering and medicine are actually .",1
... some cunt tagged my momï¿½ï¿½s house - reason #43 Iï¿½ï¿½m leaving this shit -hole ,1
When you see your friends after gettin some new ass,0
@user You are hysterical. Once you've decided to have your baby it has rights once it's born. #roaster,0
@user I cannot imagine any woman who does not have a sexual assualt or rape or both even more than once. Sadï¿½,0
"#press #news #blog #army #sex Once a month, a man of action is highlighted. Check it out today.",0
Press conference starting now at @user with @user Refugee Rights Director @user - report released on plight of #Rohingya refugees in #Bangladesh on line now: #Myanmar #Burma,0
Dozens of migrants intercepted off Greek islands,1
"I generally dismiss the articles decrying the backlash against refugees, because weï¿½ï¿½ï¿½ve been doing a poor job at taking in actual refugees. Canadian concerns over the inundation of economic migrants is a separate issue and are not in",0
"anti-immigrant. Anti- murdering, raping, thieving and lazy opportunistic 3rd world primitive migrant who has no right to be in the Western world.#SendThemBack",1
"This year 20,000 refugees are expected to arrive in the U.S. Most are families with young children, in search of safety. Together, we can help them rebuild their lives. It's simple. Just visit this link and follow the steps below. ï¿½ï¿½",0
@user @user Lol girl ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ he just donï¿½ï¿½ï¿½t want nobody to kno he had a baby wi,0
Here's what Americans think about immigration via @user,0
This crap won't stop until we #BuildTheWall #DeportThemAll #NoAmnesty #NoDaca #NoMore,1
@user Sturgeon wants to give refugees the right to vote. Talk about changing demographics to get you elected.,0
@user no its for women who are being a fucking bitch,1
But let's blame the women for being in the military in the first place eh you fucking cunt smear,1
@user @user NO Rian - refugees must moved away from each country in world.,1
"Why daily 5000 refugees come from Eritrea ? First they want a better life, second the military service there needs long. They are 80 % accepted in the EU, which is wrong, because the only can come if they pay 8000 ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ for illigal coo",1
"Pentagon officials will house nearly 20,000 migrant children on military bases  Somebody close tell Trump to kick Mexico awake. 300 million aid will vanish fast...",0
I had a nightmare last night that my 1 yo child had been taken by immigration and I hadn't seen him for months... It was just a dream and I don't have children.. woke up heartbroken for the immigrant mothers who are living this nightmare in real time ï¿½ï¿½ï¿,0
ýýýýýýýýýýýýýýýýýýAustria: 'ýýýýýJesus said give to men in needýýý: Refugee wants Austrians to share money &amp; homes with migrants'No go back to your third world shithole. You are not entitled to make austria your home.,1
Morgue Acquires More Freezers After Huge Increase In Immigrant Crossing Deaths,0
@user ï¿½ï¿½ï¿½I want women to have equal rightsï¿½ï¿½ï¿½ ... unless you donï¿½ï¿½ï¿½t fit my exact definition of how a woman should be t,1
My mum & dad fired me when I was 2. Didnï¿½ï¿½ï¿½t make me bitter & twisted the fucking slag whore gay cunts #TheApprent,0
I'm the nicest fucking person but if you come at me calling me a slut and such for having an opinion I will be a bitch to you. Not sorry.,0
"@user I didnt see any hysterical women, did you?. How mysoginist of her.",0
@user @user Now thereï¿½ï¿½ï¿½s a point to ponder. Why not indeed. Maybe because thereï¿½ï¿½ï¿½s an agenda here and it has nothing to do with helping anyone. And a lot to do with destroyi,0
"I look in her eyes, &; it's clear the girl ain't here. She's already in 1st class on the Mothership. Bitch! Gimme that damn Watchtower!",0
@user shut the FUCK up you infected pussy fungus.,0
Weekends vs weekdays,0
Some absolute skank of a girl out there trying to cause trouble. Not happening love.. I show my girl every message a girl sends me,1
@user @user Someone tell the hysterical woman that the last time Cam was without Benjamin he won league MVP.,1
SAME FOR ALL IMMIGRANTS WHO WANTS TO CHANGE OUR COUNTRY OR CAME HERE FOR FREE STUFF. GO THE HELL HOME &amp; CHANGE YOUR YOUR COUNTRY &amp; GET FREE STUFF THERE! THE BENEFITS IN USA ARE PAID FOR U.S.CITIZENS they're not FREE we work our butts off for our kids &amp; fellow citizens NOT YOUï¿½ï¿½ï¿,1
@user bitch ass whore ass motherfucker,1
"1. Who said Im lying to them?2. Who said Im fucking them?3. How are you real based off a minute analysis that obviously lacks context and sincerity?Shut the fuck up, my nigga.",0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,0
"Cory Booker is Lost in the sauce. You and Bill Maher want a FAILED economy, Ms-13 gangs, Criminal immigrants Mexicans, Drugs to support your lifestyle, &amp; No security, No safety, Illegal Criminals, &amp; open borders. This Loser is another Jv-obama. @user @user @user",1
400 migrants storm border and #Attack security forces to get into Spain's North African enclave,0
"The mountainjunkie R.Messner says, he isnt a German or Austrian. He can climb, but this monkeys can also do. The leftgreen strolls in Southtyrol with cancler Merkel through the mountains and like to make an Europa for refugees (Sorosplan).",0
,0
Immigrant team members winning on behalf of America.  #ImmigrantsMakeAmericaGreat,0
Daily migrant invasions  #migrant #buildthewall #illegal #trespassers #sendthemback,1
"@user @user You are todays saibaba,lord krishna,god ram plz help me or i will commit suicide",0
"Bitches be havin no education,no job,no house and still got the nerves to say all these niqqas want is pussy buh bitch WTF!! do yo hav?ï¿½ï¿½ï¿½ï¿½",1
Donï¿½ï¿½ï¿½t be a dick when you rate businesses. 5 stars always for good work; 4 is bad; 3 is very bad; 2 is abysmally bad; 1 star is ,0
"In stretch of Arizona border, migrant families keep coming",0
"Inspired by everything from perceptual psychology to hip-hop, @user ï¿½ï¿½ï¿½alumnus @user ('13) made his creative passions a reality despite the hardships he went through as a child of immigrant parents. Full story here:  #BeBaruch #Baruc",0
One-Third of 214 Arrested MS-13 Gangsters Were 'Unaccompanied Alien Children' - Breitbart #EndDACA#NoAmnesty#BuildTheWall#ProtectAmerica#EnforceUSLaws#KeepAmericansSafe,1
@user @user @user If you come into a thread all #notallmen you just confirm that weï¿½ï¿½ï¿½re trash. Donï¿½ï¿½ï¿½t be,0
Correct me if I'm wrong but don't all you bitches wanna be mermaids? How come no stink on social media for the mermaid emoji then?,1
Bitches was in the 6th grade getting driven home from school by their boyfriends looking back at their whore ways mad at game.,0
Funny Trump hasnï¿½ï¿½ï¿½t had any trouble getting visas for his immigrant labor at his,0
WATCH: German women say migrants rape women because it is allowed under Islamic culture - Free Speech Time - @user,1
"#HalloweenCostumeIdeas Kim Kardashian's vagina... In other words, ground beef.",1
@user @user @user Skyrocketing rapes in Sweden that correlate with increased immigration? 2000+ women raped on New Years by migrants in Cologne? Paris becoming littered with tent cities? Acid attacks and ethnic clusters in London? None,1
@user Bitch fuck you too then ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½thatï¿½ï¿½ï¿½s why I hope all,1
"African migrants are painting their faces white to stop Israel from deporting them.Write to the @user , @user and @user  and urge them to intervene immediately and to shut down the Israeli Embassy in South Africa immediately! #BlackLivesMatter",0
Illegal alien in upstate NY allegedly raped young girl #SecureTheBorder #FamilyValues,1
"After its deal with Turkey to stop Afghan, Iraqi, Syrian &amp; other refugees from reaching the European Union, what can the EU do to reverse Turkey's refugee abuses? Find out at the European Parliament in Brussels at 12:30 pm on 20 June #WorldRefugeeDay@HRW",0
"NRC in Odisha, but what's the homework ?",0
"While Sweden Wait for 300,000 new Muslim migrants, Islam Radicalism Spikes",0
@user Iï¿½ï¿½ï¿½m tryna fucking get like y,0
Whatï¿½ï¿½ï¿½s up bitch ass bitches and skank ass ,1
BJP leaders want #Rohingya refugees deported from #India due fear that they have been exploited by #Pakistan terror groups @user @user @user @user @user @user @user @user @user,0
@user @user Really do tell! Hysterical? Strange tweet you got there. Hysterical is supporting POS #4ï¿½,0
Looks like UK population will be increased by 300 million if US immigrants forced to go home! #Stopbrexit #FBPE #Brexit #GuyVerhofstadt #WATON #Barnier,0
ýýýWe canýýýt go homeýýý: What does peace mean for #Eritreaýýýs refugees?,0
@user Of course not all men!!! That's not the problem! Women don't stop being abused by creeps just becaï¿½,0
UN says Libya recovered some 100 bodies of migrants in 2018,0
@user You tried to spazz out on me too whore for waking your narcoleptic ass up ï¿½ï,1
Tryin to send that bitch back to her maker and if you got a daughter older than 15 I'ma rape her Take her... right there in front of you DMX,1
Protests have been ongoing in #Bangladesh #refugee camps against repatriate of #Rohingya who fled deadly persecution in #Myanmar @user @user @user @user @user @user @user,0
"@user She has done great harm to Country by facilitating Muslims migration from Bangladesh,Nepal etc",1
Ebola heroes to protest over migrants being denied NHS healthcare,0
'Cunt again? It was odd how men like Suggs used that word to demean women when it was the only part of a woman they valued.',0
ýýýýýýýýýýýýýýýýýýSpain: 'Spain sets up migrant command center amid summer surge in arrivals'Very disappointed in that great country. They are actively giving away their country.,1
"Machete-Wielding Nigerians Wage War In Italian City :Blood flows in the streets of Ferrara, Italy, as Nigerian migrants wage war with machetes, axes and knives, local media reports",1
"@user Yes, why didn't Hussein take care of #NoDACA instead of unlawful keep it going, allow illegal aliens to pour into USA bringing Muslims in the middle of the night. Called ISIS ""ISIL"" take pallets of CASH to our enemies, Trevon could be my s",1
Did you know?Government statistics of crimes committed by illegalsIllegals comprise 7% of populationIllegals account for72% of all drug possession33& of all money laundering29% of all drug trafficking22% of all federal murders18%of all frauds#NODACA,1
"How every man saying not all men, but every woman been sexually assaulted....",0
Why ï¿½ï¿½ï¿½Undocumented Immigrantï¿½ï¿½ï¿½ is Wrong: via @user #I,0
"@user I'd curse the person who called them a slut, call them a cunt and tell them to leave them alone.",0
He was born in the former Soviet Union and has lived the American dream. Now Russian immigrant Dimitri Shein is seeking the Democratic nod for a US House seat in Alaska.,0
@user @user Revenge on Kieran why because he has found real love with some one else. Possessions can be replaced.Showing your true colours at last. What you have put y0ur exes through your children through your poor mum. STD ALERT get checked guys,0
"So what we're saying Cathy .... is White Genocide is a crime, not a policy optionPolish MP: Our country is safe because we did not accept illegal immigrantshttps://t.co/LGn8JaAHftAccess to White people is not a human righthttps://t.co/c0gHvd6iMB",1
Dems are fighting like Hell for illegal immigrants invaders Now look what has happened to this little 11 year old child. Dems you should resign from office now. You hate America and us Americans #MAGA,0
"When a person applies for assistance, Department of Health and Human Services reviews application and either grants or denies this assistance. If ""immigrants"" are using the  ""welfare"" they were granted... Did the @user put #logic in a cage too?",0
"Unlike that useless Obama, President Trump reinstates Iran sanctions, slams 'horrible' nuclear deal President Trump on Monday renewed sanctions on Iran as he followed through on vows to unravel the Obama-era nuclear deal with Tehran.",0
@user I wouldn't put my wm on it if I didn't,0
When someone takes a post too seriously and writes an essay in the comments,0
Ima end up fighting this bitch fr !! You getting on my nerves lil hoe !!,1
Scum bag piece of trash. #BUILDTHATWALL,1
ýýýýI need a bitch thats gon pay all my bills I donýýýt like broke women ýýýýýýýýýýýýýýýýýýýý,1
"By making it a Muslim man's right to rape non -Muslim women and children. Normalize it, and remove the outrage.",1
I guess i was a cunt to a woman who was flirting with our married friend (wife is put of town.) She knows he is married etc.. Good.,0
Looooooooool I canï¿½ï¿½ï¿½t believe ï¿½ï¿½ï¿½BEN WOTTSï¿½ï¿½ï¿½ aka dick head fuck boy send me a pic of his hairy ass hole n asked me to peg him.. weird,0
#FridayMotivation #MAGA #BuildThatWall Barack Obama: We cant just put walls up all around America. Walls dont keep out threats like terrorism or disease.Reality:,1
"What about the Tibetan, Burmese, Tamil, Chakma, etc refugees in India? What about the Baluchs (Originally from Baluchistan, Pakistan), who are staying in the Muslim dominated Mumbra area in the Mumbai Metropolitan Region?There should be an equal law for all the Indians, isn't?",0
How coffee grounds turned firewood could be a lifeline for refugees,0
#BuildThatWall #Meritbased get the ILLEGAL situation under control. ILLEGAL is ILLEGAL. #MAGA #AMERICAFIRST #BacktheBlue #ICE #Respect,1
bro gay marriage is legal now that means if one of my friends is ever an illegal immigrant then all we gotta do is get married and they'll get their papers,0
@user in this full length fur coat calling this girl a whore ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1
"Italy says France, Malta agreed to host some rescued migrants",0
@user But how can they be raped if no men are there to rape them?,1
"@user I won't deny someone right to be a anchovy kunt eater if that's what they want, but don't think you willï¿½",0
"These hysterical women would benefit from listening to @user Women should learn to control their emotional, irrational female side the way men have learned to control their aggressive, sexual nature. Men are quite obviously the more evolved of the sexes in this regard.",1
"@user Can you please stfu and stop lecturing your colleagues, you sound like someone doing a fake lady plantation owner accent. Pussy.",0
"Yes, the MSM and others would have us believe that no refugees have committed any crimes--but the evidence is...",1
"THIS makes me cry and yet we still let them in, TRUMP is trying to STOP THEM but the Demoncrates are trying to stop him. #TRUMPHASMYVOTEIN2020!!! Let's go Trump!!! #BUILDTHATWALL #KICKTHEMOUT #STOPTHEMNOW!!!!",1
More than 600 migrants force entry into Spain's African exclave of Ceuta,0
"Certain immigrant groups create the same problems wherever they go, London, New York or Melbourne, yet we are told we are all the same, race doesn't matter &amp; millions of them won't change our societies.  Apart from anything else we are being asked to suspend our belief in reality",1
"@user @user Citizens across Europe need the right to bare arms. As you do in America, no doubt if a mob of migrants were doing this on American soil they would be shot dead. Europe has grown soft and we are now paying the price",1
"In solidarity, Germany to take in 50 migrants rescued in Med",0
ýýýThe Spanish authorities have here made their priorities clear. They would rather inundate their nation with Muslim migrants ýýý from this ship that was rejected by Italyýýýs new patriotic government ýýý rather than take care of their own people.ýýý,1
Immigrants convicted of felonies and serious misdemeanors should be subject to citizen revocation and deportation. Why are we keeping criminals here?,1
It's the drugs pouring across our southern border that is killing our children and young people.#BuildThatWall @user,1
When I look at the shit that I post...,0
"O = traitor, when is he going to prison finally for all of his crimes against the American public ??????????????????? @user @user #BuildTheWall #LockThemUp #EndDACA now !!!",1
"Black catolic bishops are against their pope Franciscus. They dont want to loose their sheep, which like to go to Europe as refugees. In the meantime hypocrises Franciscus pray and dont open the St.Petersdom for refugees to stay.",1
Hungary is best. Never Hungary will accept refugees in their homeland. Even Soros or the EU can make what they want.,1
When they tell you 'just be yourself' so you show them what a piece of shit you really are...,0
"Open Future: Anti-immigration, like pro-immigration, is a legitimate political position via @user",0
I hate coming to the city people real life know my car like pussy study yo bitch car ï¿½ï¿½ï¿,1
"Refugee status and immigrant status are two different things. Refugees do not have to become permanent immigrants, and they can be returned home, once war, the cause for their departure, is over.",0
"I like boobs as much as the next guy, but usually what they are attached to are nagging menstruating fucks! #WomenSuck",1
Anyone who believes that ICE needs to be abolished is literally INSANE!!!#BuildThatWall #LiberalismIsAMentalDisorder,1
@user @user @user @user When you call for the mass destabilization of white nations by mass non white immigration then silence anyone who opposes thats #antiwhite,1
Her- who TF do you think you are Me-,1
@user @user @user It is hilarious seeing these #ShutItDownDC Antifa idiots marching against fascism while waving a communist flag. MORONS!Be a Patriot & help #BuildThatWall & order Bricks today at this #SundayFunday Our Products,1
"President and CEO of Catholic Relief Services Sean Callahan reminds us refugees need our assistance, not our fear.https://t.co/FeGaAVQfAU",0
"They do not need them, I do not need them nor do I require them to enrich my life. #Stoptheinvasion #Brexit #Sodyoueu #Nosurrender",1
"@user Immigration comes with punishments for our people foodbanks pension cuts ,NHS ,School ,Housing problems enough enough",1
Austria is a wonderful country for refugees. Here a bill where you can see that socialwelfare also help to get a Televisionset for refugees family in Styria.,0
BJP leaders want #Rohingya refugees deported from #India due fear that they have been exploited by #Pakistan terror groups @user @user @user @user @user @user @user @user @user @user,0
"IS-puppets tried to roll me over three times! One tried to start a fight on the streets, without success. Even when i never attacked them, guess i'm simply an infidel. Some of the first refugees in 1993 also attacked me without reason, so i absolutely know what i'm talking about!",1
@user don't get it pity sturgeon didn't help her own homeless am sure Bute refugees can swop it for a high rise in Glasgow,1
Real old whore slut and granny with thirsty vagina,1
When you're giving her the smell test to see if it's safe to dive face first between her legs,0
Vodka is my spirit animal,0
@user I was going to 'like' this comment then saw your profile pic of a bitch who attacked rape victims oï¿½,1
@user You are a horrible skank that needed to be fired years ago ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,0
C'mon everyone Re-Tweet this to spread the word! #WomenSuck,1
@user @user sometimes WOMEN are stupid too! Majority of white women voted for a sexist misogynist pig!,1
@user block me bitch I LOVE TRUMP U IGNORANT CUNT!!!!,1
Not interested of being a bitch like you ï¿½ï¿½ï¿½ï¿½ i prefer to be a good cute girl ï¿½ï¿½ï¿½ï¿½ nak melalak melalak ,1
Meanwhile in the Open Immigration backlash...Italy Rejects Two More NGO Migrant Ships (waiting to collect and transport off the coast of Libya)ï¿½ï¿½ï¿½They should know that Italy no longer wants to be an accomplice in ,0
"@user @user Yes it does! #RCMP Waiting to Carry Luggage of #IllegalMigrants who Have NO RIGHTS TO ENTER #Canada They Came From A Safe CountryUSA, BROKE OUR LAWS BY CROSSING #Illegally So They Aren't Eligible to Stay Even if ""Approved"" #D",1
"Illegal Alien With History Of Child Sexual Assault Has Raped Another Child @user @user NEED TO PUT A STOP TO THIS!#BuildTheWall #NoAmnestyEver #NoDACA #DeportThemAll #KeepAmericansSafe In other words, DO YOUR JOB!",1
Marchionne's hometown proud of ailing former Fiat Chrysler CEO,0
@user Thanksï¿½ï¿½ï¿½ï¿½ I don't believe it's a downgrade. She ain't gotta googly eye. Don't talk shit on social media bitch. Your puss,1
Foxï¿½ï¿½ï¿½s ï¿½ï¿½ï¿½hysterical femaleï¿½ï¿½ï¿½ rears her head in this seasonï¿½ï¿½ï¿½s cautionary tale about what happens when men give women ,1
@user your fucken hot im hot fuck hard do anything you want to be my slut whore and open your holes you HOT SLUT. WE LOVE TO FUCK,1
"Females-*you need to respect women more and stop calling us hoes*Lil pump-*you such a fucking hoe, I love it*Females- *that new Kanye and lil pump song is my shit*",1
"Her- I thought I told you.... Me- yo you better chill on that attitude, bitch",1
When you have to work tomorrow and your coworker says 'happy Friday',0
#WWG1WGA #SpyGate #DeclassifyTheDocs #StopTheInvasion,1
"I'm just sitting on the train, have a hard dick and would like to wank a horny girl on the big tits ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",1
Donï¿½ï¿½ï¿½t tell me how u got a bitch drunk An then u took her to the crib to bust her.... sounds like rape to,0
"RT: Woman who #accused nelly of #rape wants to drop charges. October 14, 2017 at 08:27AM #USSupportLLC Jason J Watï¿½",0
#DEMS use #Feminist & #Muslims & #BlackLivesMatter (aka militant #NationOFislam extremist) & #NFL as insurgents for #Communist REVOLUTION: HALF of USA Muslims immigrated under #OBAMA=NO #DACA #Amnesty #NoDACA #BoycottNFL #BoycottNFLSponsors #BoycottTheNFL,1
"Norway: Migrant Quality, not Quantity....""Based on the idea that the WELFARE STATE has limited resources 1) immigration must be limited.""https://t.co/TguMByMDN6",1
"My favorite thing to hear is 'too deep, too deep' right before I go deeper",0
@user I say you hate women because you call me a tranny cunt constantly,0
Greek paralympian scheme gives new hope to refugee children,0
"New Zealand is a country built on immigration. While some may call it as ""The elephant in the room"", immigration has always proven to be an asset for NZ employers.Congratulations to our client Dinu Fabian on getting his Skilled Migrant Residence approved!#BrainGainNewZealand",0
ýýýI love youýýý First of all bitch we all know thatýýýs a lie with your whore mouth and your floppy wiener,1
Victor D. Hanson: The 4 Groups that Benefit from Illegalï¿½ï¿½ï¿½ï¿½Imm,0
